Content_ID,Content_Type,Title,Hindi_Title,Theatrical_Release_Year,Hoichoi_Live_Date,Hoichoi_Ending_Date,Season_Number,Total_Episodes,Duration_Total_or_Per_Ep,Genre,Sub_Genre,Age_Rating,Age_Rating_Descriptors,Available_on_hoichoi,Link,Cast,Director,Writer,Production_House,Synopsis_Long,Synopsis_Short,Trailer_Link,Languages,Brand_Name,Literature_Adapted,Primary_Mood,Narrative_Tone,Ending_Type,Binge_Score,Family_Element_Score,AI_Generated_Keywords,Monetization_Model,Release_Type,Is_Bangladeshi,Recommended_Titles,Promotional_Rights
HOI880,Show,Karagar,Cell 145 (Hindi),2022,2022-08-19,Perpetual,1,7,184 min,Thriller | Mystery,Thriller | Mystery,U/A 16+,"Smoking, Violence, Foul Language",Yes,https://www.hoichoi.tv/shows/watch-karagar-bengali-web-series-online,"Chanchal Chowdhury, Intekhab Dinar, Partho, Tasnia Farin, FS Nayeem, Afzal Hossain",Syed Ahmed Shawki,Neamoth Ullah Masum,"Film Syndicate Production, Film Noir","A prisoner appears in Cell No. 145 of Akashnagar Central Jail—a cell locked for 50 years. He claims he’s immortal and knows secrets buried in time. As panic spreads, the jailers must face a chilling question: who is he, and how does he know what no one should?","A prisoner appears in Cell No. 145 of Akashnagar Central Jail—a cell locked for 50 years. He claims he’s immortal and knows secrets buried in time. As panic spreads, the jailers must face a chilling question: who is he, and how does he know what no one should?",https://youtu.be/vIK3EGvYNmM,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"mystery, nan, thriller",SVOD,Original Show,Yes,"Astey Ladies, Money Honey - Director's Cut, Murder by the Sea, Murder in the Hills, The Bengal Scam: Bima Kando",N/A
HOI881,Show,Karagar,Cell 145 (Hindi),2022,2022-12-22,Perpetual,2,7,203 min,Thriller | Mystery,Thriller | Mystery,U/A 16+,"Smoking, Violence, Foul Language, Sexual Content,Suicide, Gore",Yes,https://www.hoichoi.tv/shows/watch-karagar-bengali-web-series-online,"Chanchal Chowdhury, Intekhab Dinar, Partho, Tasnia Farin, FS Nayeem, Afzal Hossain",Syed Ahmed Shawki,Neamoth Ullah Masum,"Film Syndicate Production, Film Noir",The seemingly immortal Mystery Man of Cell 145 is back with a staggering revelation rooted in the war-torn history of Bangladesh.,The seemingly immortal Mystery Man of Cell 145 is back with a staggering revelation rooted in the war-torn history of Bangladesh.,https://youtu.be/NKxwcwBgc3M,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"mystery, nan, thriller",SVOD,Original Show,Yes,"Astey Ladies, Money Honey - Director's Cut, Murder by the Sea, Murder in the Hills, The Bengal Scam: Bima Kando",N/A
HOI882,Show,Karma Korma,Karma is a Killer (Hindi),2025,2025-12-12,Perpetual,1,7,168 min,Drama | Mystery,Drama | Mystery,U/A 16+,"Violence, Smoking, Alcohol, Foul Language, Domestic abuse",Yes,https://www.hoichoi.tv/shows/karma-korma,"Sohini Sarkar, Ritabhari Chakraborty, Ritwick Chakraborty, Pratik Dutta, Shataf Figar, Durbar Sharma",Pratim D. Gupta,Pratim D. Gupta,Fish Curry Movies,"Two wives bond over recipes and revenge at a Kolkata cooking class. Shahana and Jhinuk joke about killing each other's husbands, until Jhinuk's husband actually dies. Shahana says she's done her part. Now Jhinuk must do hers. But Inspector Bhupen Bhaduri smells foul play. Murder or karma?","Two wives bond over recipes and revenge at a Kolkata cooking class. Shahana and Jhinuk joke about killing each other's husbands, until Jhinuk's husband actually dies. Shahana says she's done her part. Now Jhinuk must do hers. But Inspector Bhupen Bhaduri smells foul play. Murder or karma?",https://youtu.be/KGJSH-Q456U?si=uubVF_Au2Fg6gbqP,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, drama, mystery",SVOD,Original Show,No,"Anusandhan, Bishohori, Buker Moddhye Agun, Do Not Disturb, Gobhir Joler Maach",N/A
HOI883,Show,Kolonko,Kalank (Hindi),2024,2024-01-19,Perpetual,1,8,182 min,Drama | Mystery,Drama | Mystery,U/A 16+,"Violence, Mature themes, Alcohol, Smoking, Foul Language",Yes,https://www.hoichoi.tv/shows/kolonko,"Raima Sen, Ritwick Chakraborty, Srijla Guha, Gaurav Chakrabarty, Ambarish Bhattacharya",Abhimanyu Mukherjee,Sahana Dutta,Missing Screw,"Chaity and Rangan navigate the aftermath of an unsettling deception that shatters the veneer of their two-decade-long progressive marriage. While they try to restore their familial bliss, elements from the past and present intertwine to open a new can of worms!","Chaity and Rangan navigate the aftermath of an unsettling deception that shatters the veneer of their two-decade-long progressive marriage. While they try to restore their familial bliss, elements from the past and present intertwine to open a new can of worms!",https://youtu.be/k7-6Pg_Qgow?si=V8JpI-pooP1cmPA1,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, drama, mystery",SVOD,Original Show,No,"Anusandhan, Bishohori, Buker Moddhye Agun, Do Not Disturb, Gobhir Joler Maach",N/A
HOI884,Show,Kumudini Bhavan,Anusandhan (Hindi),2023,2023-08-25,Perpetual,1,7,161 min,Drama | Mystery,Drama | Mystery,U/A 13+,"Violence, Foul Language, Mature themes, Smoking, Substance Use, Suicide",Yes,https://www.hoichoi.tv/shows/kumudini-bhavan,"Ushasi Ray, Ambarish Bhattacharya, Anashua Majumdar, Rishav Basu, Arunima Haldar",Arkadeep Mallika Nath,"Arkadeep Mallika Nath
(Screenplay, Dialogue)",Mahabahu Motion Pictures,"A mysterious death at Kumudini Bhavan stuns Inspector Hochi and Anusree, the newest resident at the women's hostel. As they team up and dig deep, they discover unsettling secrets and unforeseen ties, with more deaths creeping up on them!","A mysterious death at Kumudini Bhavan stuns Inspector Hochi and Anusree, the newest resident at the women's hostel. As they team up and dig deep, they discover unsettling secrets and unforeseen ties, with more deaths creeping up on them!",https://youtu.be/2g4OZiEH1pc?si=7OA0n_mHLnava2y-,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, drama, mystery",SVOD,Original Show,No,"Anusandhan, Bishohori, Buker Moddhye Agun, Do Not Disturb, Gobhir Joler Maach",N/A
HOI885,Show,Lojja,Lajja (Hindi),2024,2024-03-22,Perpetual,1,6,148 min,Drama | Social,Drama | Social,U/A 16+,"Foul Language, Violence, Smoking, Alcohol, Mature themes",Yes,https://www.hoichoi.tv/shows/lojja,"Priyanka Sarkar, Anujoy Chattopadhyay, Indrasish Roy, Saoli Chattopadhyay, Kheyali Dastidar, Koneenica Banerjee",Aditi Roy,Samragnee Bandopadhyay,SVF Production,"Jaya, a meek homemaker, has been subjected to relentless verbal abuse by her husband over the years. As she confronts society's stifling expectations of women to raise her voice against the abuse, her life becomes a battleground in her quest to regain her self-esteem.","Jaya, a meek homemaker, has been subjected to relentless verbal abuse by her husband over the years. As she confronts society's stifling expectations of women to raise her voice against the abuse, her life becomes a battleground in her quest to regain her self-esteem.",https://youtu.be/VuHWryjkra0?si=HD-rm6UffMPYfWaI,"Bengali, Hindi",N/A,No,Drama,Neutral,Open,5,5,"nan, social, drama",SVOD,Original Show,No,"Manobjomin, Adalat O Ekti Meye, Bijoya, Bodhon, Chemistry Mashi",N/A
HOI886,Show,Lojja,Lajja (Hindi),2025,2025-04-11,Perpetual,2,6,145 min,Drama | Social,Drama | Social,U/A 16+,"Foul Language, Violence, Domestic Violence, Alcohol, Smoking",Yes,https://www.hoichoi.tv/shows/lojja,"Priyanka Sarkar, Anujoy Chattopadhyay, Anindita Bose, Dipankar Dey, Sneha Chatterjee, Saoli Chattopadhyay, Indrajit Mazumder, Kheyali Dastidar, Koneenica Banerjee, Indrasish Roy",Aditi Roy,Samragnee Bandopadhyay,SVF Production,"When tragedy strikes Jaya amid a bitter divorce, she faces harsh judgment instead of getting any support. In the face of growing scrutiny, she finds an unlikely ally in Advocate Amartya Sengupta and begins a courageous journey of reclaiming her voice and dignity.","When tragedy strikes Jaya amid a bitter divorce, she faces harsh judgment instead of getting any support. In the face of growing scrutiny, she finds an unlikely ally in Advocate Amartya Sengupta and begins a courageous journey of reclaiming her voice and dignity.",https://youtu.be/OVN_IrJJL9M?si=OG9eLIxlGYnNmKKf,"Bengali, Hindi",N/A,No,Drama,Neutral,Open,5,5,"nan, social, drama",SVOD,Original Show,No,"Manobjomin, Adalat O Ekti Meye, Bijoya, Bodhon, Chemistry Mashi",N/A
HOI887,Show,Love & Affairs,Love & Affairs (Hindi),2020,2020-06-20,Perpetual,1,5,92 min,Romantic | Drama,Romantic | Drama,U/A 16+,Violence,Yes,https://www.hoichoi.tv/shows/watch-love-and-affairs-bengali-web-series-online,"Barkha Bisht Sengupta, Indraneil Sengupta, Debapriyo Mukherjee",Abhishek Saha,"Pathikrit Sengupta, Atmadeep Bhattacharya",Stori Boat,A marriage becomes a battlefield of love and doubt. Is it betrayal or baseless suspicion?,A marriage becomes a battlefield of love and doubt. Is it betrayal or baseless suspicion?,https://www.youtube.com/watch?v=0tEuMEF6L3w,"Bengali, Hindi",N/A,No,Romantic,Sentimental,Happy,7,7,"romantic, nan, drama",SVOD,Original Show,No,"Breakup Story, Paanch Phoron, Paanch Phoron, Parineeta",N/A
HOI888,Show,Magic #hoyejak,N/A,2018,2018-06-16,Perpetual,1,8,111 min,Reality TV | Magic Show,Reality TV | Magic Show,U,Suitable for all ages,Yes,https://www.hoichoi.tv/shows/watch-magic-hoyejak-bengali-web-series-online,Tapabrata Chakraborty,Sugato Chatterjee,TV Wala Media Team,TV Wala Media,"TC The Mentalist is here with his captivating skills of sorcery to leave you spellbound! hoichoi takes magic a notch higher, with its new show ‘Magic #hoyejak’!","TC The Mentalist is here with his captivating skills of sorcery to leave you spellbound! hoichoi takes magic a notch higher, with its new show ‘Magic #hoyejak’!",https://www.youtube.com/watch?v=ch2-uQf74t0,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, reality tv, magic show",SVOD,Original Show,No,,N/A
HOI889,Show,Mahabharat Murders,Mahabharat Murders (Hindi),2022,2022-05-13,Perpetual,1,12,250 min,Thriller | Crime,Thriller | Crime,U/A 16+,"Smoking, Violence, Foul Language, Substance Use, Sexual Content, Blood, Gore, Suicide, Domestic Violence, Sexual Violence",Yes,https://www.hoichoi.tv/shows/watch-mahabharat-murders-bengali-web-series-online,"Priyanka Sarkar, Arjun Chakrabarty, Saswata Chatterjee, Rishav Basu, Kaushik Sen, Rajdeep Gupta, Debasish Mondal, Arna Mukhopadhyay, Riyaa Ganguly, Arpita Ghoshal, Sankar Debnath",Soumik Haldar,Arnab Ray,SVF,A serial killer perceives himself as the modern-day Duryodhan and viciously kills the people he perceives as the Pandavas. Investigating officers Ruksana and Siddhartha encounter several twists and turns in this 21st century Kurukshetra to uncover the mastermind behind this gruesome game of revenge.,A serial killer perceives himself as the modern-day Duryodhan and viciously kills the people he perceives as the Pandavas. Investigating officers Ruksana and Siddhartha encounter several twists and turns in this 21st century Kurukshetra to uncover the mastermind behind this gruesome game of revenge.,https://www.youtube.com/watch?v=SrWv_ndQw3s,"Bengali, Hindi",N/A,Yes,Classic,Reflective,Twist,8,3,"nan, crime, thriller",SVOD,Original Show,No,,N/A
HOI890,Show,Manbhanjan,Manbhanjan (Hindi),2019,2019-06-14,Perpetual,1,2,91 min,Drama | Period,Drama | Period,U/A 16+,Violence,Yes,https://www.hoichoi.tv/shows/watch-manbhanjan-bengali-web-series-online,"Sohini Sarkar, Anirban Bhattacharya, Amrita Chattopadhyay",Abhijit Chowdhury,Rabindranath Tagore,SVF,"Based on Tagore's timeless tale, Manbhanjan, is a housewife's journey from her home to the world outside, looking for love and identity.","Based on Tagore's timeless tale, Manbhanjan, is a housewife's journey from her home to the world outside, looking for love and identity.",https://www.youtube.com/watch?v=H8SNjvS0ml8,"Bengali, Hindi",N/A,Yes,Classic,Reflective,Open,5,5,"nan, period, drama",SVOD,Original Show,No,Indubala Bhaater Hotel,N/A
HOI891,Show,Mandaar,Mandaar (Hindi),2021,2021-11-19,Perpetual,1,5,221 min,Drama,Drama,A 18+,"Violence, Foul Language, Sexual Violence",Yes,https://www.hoichoi.tv/shows/watch-mandaar-web-series,"Debasish Mondal, Sohini Sarkar, Debesh Roy Choudhuri, Anirban Bhattacharya",Anirban Bhattacharya,"Anirban Bhattacharya, Pratik Dutta / William Shakespeare's 'Macbeth'",SVF,"Mandaar is a gritty adaptation of Macbeth, set in a coastal Bengal fishing village. As Mandaar rises in power through blood and betrayal, it's Laili—his ambitious and manipulative partner—who fuels his darkest instincts. Together, they descend into a world of guilt, greed, and doom.","Mandaar is a gritty adaptation of Macbeth, set in a coastal Bengal fishing village. As Mandaar rises in power through blood and betrayal, it's Laili—his ambitious and manipulative partner—who fuels his darkest instincts. Together, they descend into a world of guilt, greed, and doom.",https://www.youtube.com/watch?v=8WUTZKpeoV0,"Bengali, Hindi",N/A,Yes,Classic,Reflective,Open,5,5,"nan, drama",SVOD,Original Show,No,"Putulnacher Itikatha, Kabuliwala, Kabuliwala, Sahaj Paather Gappo, Brahma Janen Gopon Kommoti",N/A
HOI892,Show,Maradonar Juto,Goalmaal (Hindi),2021,2021-04-30,Perpetual,1,6,120 min,Comedy,Comedy,U/A 16+,"Foul Language, Sexual Content, Substance Use",Yes,https://www.hoichoi.tv/shows/watch-maradonar-juto-bengali-web-series-online,"Amartay Ray, Susmita Chatterjee, Anirban Chakrabarti",Mainak Bhaumik,Ayan Chakrabarti,SVF Production,"The Dutta’s and the Chowdhury’s have been caught up in a lifelong derby over Maradona’s shoes. When Rono Chowdhury and Hiya Dutta fall in love, is there a ceasefire or is there more than what meets the eye?","The Dutta’s and the Chowdhury’s have been caught up in a lifelong derby over Maradona’s shoes. When Rono Chowdhury and Hiya Dutta fall in love, is there a ceasefire or is there more than what meets the eye?",https://youtu.be/8heW0UHtASA,"Bengali, Hindi",N/A,No,Lighthearted,Funny,Happy,7,8,"nan, comedy",SVOD,Original Show,No,"Abar Bibaho Obhijaan, Hoichoi Unlimited, Ajob Prem Ebong, Bibaho Diaries, Galpa Holeo Satyi (2066)",N/A
HOI893,Show,Mismatch,Mismatch (Hindi),2018,2018-09-15,Perpetual,1,6,133 min,Comedy | Adult,Comedy | Adult,A 18+,"Foul Language, Sexual Content",Yes,https://www.hoichoi.tv/shows/watch-mismatch-bengali-web-series-online,"Rajdeep Gupta, Rachel White, Mainak Banerjee, Supurna Malakar",Soumik Chattopadhyay,Souvik Chakrabarty,SVF,Diana wants to add some spice to her life by indulging in a friendly couple swapping. Will things go as per the plan? Watch “Mismatch” to unlock the answers.,Diana wants to add some spice to her life by indulging in a friendly couple swapping. Will things go as per the plan? Watch “Mismatch” to unlock the answers.,https://www.youtube.com/watch?v=y3HBiYuLmIY,"Bengali, Hindi",N/A,No,Lighthearted,Funny,Happy,7,8,"nan, adult, comedy",SVOD,Original Show,No,"Dupur Thakurpo, Dupur Thakurpo, Dupur Thakurpo, Japani Toy (Japani Doll), Mouchaak",N/A
HOI894,Show,Mismatch,Mismatch (Hindi),2019,2019-05-03,Perpetual,2,5,107 min,Comedy | Adult,Comedy | Adult,A 18+,"Foul Language, Sexual Content",Yes,https://www.hoichoi.tv/shows/watch-mismatch-bengali-web-series-online,"Rajdeep Gupta, Rachel White, Mainak Banerjee, Riya Sen",Soumik Chattopadhyay,Souvik Chakrabarty,SVF,Mishka is terrified of her husband Abir's fantasies. Her boss Aditi intimidates her husband Anirban. The two mismatched couples begin a wild journey!,Mishka is terrified of her husband Abir's fantasies. Her boss Aditi intimidates her husband Anirban. The two mismatched couples begin a wild journey!,https://www.youtube.com/watch?v=c6e4NPQHq6o,"Bengali, Hindi",N/A,No,Lighthearted,Funny,Happy,7,8,"nan, adult, comedy",SVOD,Original Show,No,"Dupur Thakurpo, Dupur Thakurpo, Dupur Thakurpo, Japani Toy (Japani Doll), Mouchaak",N/A
HOI895,Show,Mismatch,Mismatch (Hindi),2020,2020-09-18,Perpetual,3,5,114 min,Comedy | Adult,Comedy | Adult,A 18+,"Foul Language, Sexual Content",Yes,https://www.hoichoi.tv/shows/watch-mismatch-bengali-web-series-online,"Payel Sarkar, Rajdeep Gupta, Rachel White, Abhishek Singh, Kanchan Mullick, Priyanka Rati Pal",Soumik Chattopadhyay,"Arkadeep Nath, Deepanjan Chanda, Abhra Chakraborty",SVF,"Nibedita-RK, and Sukanya-Imtiaj are bored in their married life. Milan Baba's sex retreat becomes their destination!","Nibedita-RK, and Sukanya-Imtiaj are bored in their married life. Milan Baba's sex retreat becomes their destination!",https://www.youtube.com/watch?v=cpNX0SP9_fs,"Bengali, Hindi",N/A,No,Lighthearted,Funny,Happy,7,8,"nan, adult, comedy",SVOD,Original Show,No,"Dupur Thakurpo, Dupur Thakurpo, Dupur Thakurpo, Japani Toy (Japani Doll), Mouchaak",N/A
HOI896,Show,Mission Huntdown,Khoj: Ek Mission (Hindi),2023,2023-06-28,Perpetual,1,10,212 min,Thriller,Thriller,U/A 13+,"Violence, Smoking, Mature themes, Foul Language",Yes,https://www.hoichoi.tv/shows/watch-mission-huntdown-bengali-web-series-online,"FS Nayeem, Bidya Sinha Mim, Sumit Sen Gupta, Nishat Priom, AK Azad Shetu, Shahriar Shajib, Hasnat Ripon","Sunny Sanwar, Faisal Ahmed",Sunny Sanwar,COP Creation,"ATS officer Mahid starts hunting down an emerging terrorist group in Bangladesh, the JKB. When his path collides with one of the militant's wives, they use each other in their own missions for truth, revenge and closure.","ATS officer Mahid starts hunting down an emerging terrorist group in Bangladesh, the JKB. When his path collides with one of the militant's wives, they use each other in their own missions for truth, revenge and closure.",https://youtu.be/NbA-T5z3rpA,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, thriller",SVOD,Original Show,No,"Tekka, C/O Sir, Glamour, Rawkto Rawhoshyo, Mukhosh (2021)",N/A
HOI897,Show,Mobaroknama,Faisla (Hindi),2023,2023-12-21,Perpetual,1,5,116 min,Drama | Courtroom,Drama | Courtroom,U/A 13+,"Violence, Foul Language, Alcohol, Smoking, Sexual Violence, Substance Use",Yes,https://www.hoichoi.tv/shows/mobaroknama,"Mosharraf Karim, Nowrin Hasan Khan Jenny, Shahnaz Sumi, Samia Othoi, Sayed Zaman Shawon",Golam Sohrab Dodul,Golam Sohrab Dodul,hoichoi Production,"Once an accomplished lawyer, Mobarok had retired after a case had rocked his moral foundation. Suddenly, a sensational case jolts the now-jaded man. Even after knowing that defeat in the case is inevitable, Mobarok returns to court because victory there is the only way to atone for his past mistake!","Once an accomplished lawyer, Mobarok had retired after a case had rocked his moral foundation. Suddenly, a sensational case jolts the now-jaded man. Even after knowing that defeat in the case is inevitable, Mobarok returns to court because victory there is the only way to atone for his past mistake!",https://youtu.be/ikgpk2SMl5Q?si=vu1q_6IIoLBwJErp,"Bengali, Hindi",N/A,No,Drama,Neutral,Open,5,5,"nan, courtroom, drama",SVOD,Original Show,No,"Advocate Achinta Aich, Advocate Achinta Aich, Bodh, Jaha Bolibo Shotto Bolibo",N/A
